Dia,Estació,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3)
13/05/2008,Embassament de Darnius Boadella (Darnius),139.58,24.2,14.77
13/05/2008,Embassament de la Baells (Cercs),603.44,35.5,38.82
13/05/2008,Embassament de Sau (Vilanova de Sau),393.97,23.9,39.51
13/05/2008,Embassament de Foix (Castellet i la Gornal),100.52,100.5,3.76
13/05/2008,Embassament de Riudecanyes,205.94,25.6,1.36
13/05/2008,Embassament de Siurana (Cornudella de Montsant),468.71,26.7,3.26
13/05/2008,Embassament de Susqueda (Osor),310.17,29.7,69.22
12/05/2008,Embassament de Siurana (Cornudella de Montsant),468.21,25.4,3.10
12/05/2008,Embassament de la Baells (Cercs),602.69,34.3,37.53
12/05/2008,Embassament de Sau (Vilanova de Sau),392.92,22.4,37.00
12/05/2008,Embassament de Darnius Boadella (Darnius),139.48,24.0,14.63
12/05/2008,Embassament de Sant Ponç (Clariana de Cardener),521.13,56.7,13.81
12/05/2008,Embassament de la Llosa del Cavall (Navès),769.16,20.4,16.35
12/05/2008,Embassament de Riudecanyes,205.32,23.6,1.26
12/05/2008,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
12/05/2008,Embassament de Susqueda (Osor),309.81,29.3,68.31
11/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.99,56.2,13.69
11/05/2008,Embassament de Foix (Castellet i la Gornal),100.53,100.7,3.77
11/05/2008,Embassament de Siurana (Cornudella de Montsant),466.76,21.9,2.68
11/05/2008,Embassament de la Llosa del Cavall (Navès),768.56,20.0,15.98
11/05/2008,Embassament de Sau (Vilanova de Sau),390.47,19.0,31.43
11/05/2008,Embassament de Riudecanyes,203.75,19.2,1.02
11/05/2008,Embassament de la Baells (Cercs),601.50,32.5,35.55
11/05/2008,Embassament de Darnius Boadella (Darnius),139.25,23.4,14.33
11/05/2008,Embassament de Susqueda (Osor),309.53,29.0,67.62
10/05/2008,Embassament de Siurana (Cornudella de Montsant),465.09,18.3,2.23
10/05/2008,Embassament de Riudecanyes,202.75,16.8,0.90
10/05/2008,Embassament de la Llosa del Cavall (Navès),767.85,19.1,15.30
10/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.88,55.6,13.56
10/05/2008,Embassament de Darnius Boadella (Darnius),139.12,23.2,14.16
10/05/2008,Embassament de Susqueda (Osor),309.36,28.8,67.19
10/05/2008,Embassament de Foix (Castellet i la Gornal),100.31,96.7,3.62
10/05/2008,Embassament de Sau (Vilanova de Sau),388.77,16.8,27.74
10/05/2008,Embassament de la Baells (Cercs),600.51,31.0,33.96
09/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.79,55.1,13.45
09/05/2008,Embassament de la Llosa del Cavall (Navès),767.65,18.8,15.04
09/05/2008,Embassament de Siurana (Cornudella de Montsant),465.06,18.2,2.23
09/05/2008,Embassament de Riudecanyes,202.71,16.7,0.89
09/05/2008,Embassament de Susqueda (Osor),309.20,28.7,66.80
09/05/2008,Embassament de la Baells (Cercs),600.31,30.7,33.65
09/05/2008,Embassament de Sau (Vilanova de Sau),388.72,16.7,27.64
09/05/2008,Embassament de Darnius Boadella (Darnius),139.11,23.1,14.14
09/05/2008,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
08/05/2008,Embassament de Sau (Vilanova de Sau),388.82,16.9,27.85
08/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.72,54.7,13.35
08/05/2008,Embassament de la Llosa del Cavall (Navès),767.57,18.7,14.95
08/05/2008,Embassament de Darnius Boadella (Darnius),139.13,23.2,14.17
08/05/2008,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
08/05/2008,Embassament de la Baells (Cercs),600.20,30.6,33.47
08/05/2008,Embassament de Siurana (Cornudella de Montsant),465.06,18.2,2.23
08/05/2008,Embassament de Susqueda (Osor),309.08,28.5,66.50
08/05/2008,Embassament de Riudecanyes,202.72,16.8,0.89
07/05/2008,Embassament de la Baells (Cercs),600.08,30.4,33.29
07/05/2008,Embassament de Sau (Vilanova de Sau),388.91,17.0,28.04
07/05/2008,Embassament de Siurana (Cornudella de Montsant),465.06,18.2,2.23
07/05/2008,Embassament de Riudecanyes,202.72,16.8,0.89
07/05/2008,Embassament de Darnius Boadella (Darnius),139.15,23.2,14.19
07/05/2008,Embassament de Susqueda (Osor),308.98,28.4,66.26
07/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.69,54.5,13.29
07/05/2008,Embassament de Foix (Castellet i la Gornal),100.05,92.3,3.45
07/05/2008,Embassament de la Llosa del Cavall (Navès),767.49,18.6,14.90
06/05/2008,Embassament de la Llosa del Cavall (Navès),767.42,18.6,14.84
06/05/2008,Embassament de Susqueda (Osor),308.88,28.3,66.01
06/05/2008,Embassament de la Baells (Cercs),599.99,30.3,33.15
06/05/2008,Embassament de Sau (Vilanova de Sau),388.97,17.0,28.16
06/05/2008,Embassament de Darnius Boadella (Darnius),139.17,23.3,14.22
06/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.71,54.3,13.25
06/05/2008,Embassament de Siurana (Cornudella de Montsant),465.05,18.2,2.22
06/05/2008,Embassament de Riudecanyes,202.72,16.8,0.89
06/05/2008,Embassament de Foix (Castellet i la Gornal),100.07,92.6,3.46
05/05/2008,Embassament de la Llosa del Cavall (Navès),767.33,18.5,14.78
05/05/2008,Embassament de Susqueda (Osor),308.73,28.2,65.64
05/05/2008,Embassament de Sau (Vilanova de Sau),389.01,17.1,28.24
05/05/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
05/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.71,54.4,13.27
05/05/2008,Embassament de Siurana (Cornudella de Montsant),465.05,18.2,2.22
05/05/2008,Embassament de Darnius Boadella (Darnius),139.18,23.3,14.24
05/05/2008,Embassament de la Baells (Cercs),599.87,30.1,32.96
05/05/2008,Embassament de Riudecanyes,202.71,16.7,0.89
04/05/2008,Embassament de Riudecanyes,202.70,16.7,0.89
04/05/2008,Embassament de la Llosa del Cavall (Navès),767.22,18.4,14.70
04/05/2008,Embassament de Susqueda (Osor),308.77,28.2,65.74
04/05/2008,Embassament de Darnius Boadella (Darnius),139.20,23.3,14.26
04/05/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
04/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.68,54.4,13.27
04/05/2008,Embassament de Siurana (Cornudella de Montsant),465.05,18.2,2.22
04/05/2008,Embassament de Sau (Vilanova de Sau),389.10,17.2,28.43
04/05/2008,Embassament de la Baells (Cercs),599.76,30.0,32.79
03/05/2008,Embassament de Susqueda (Osor),308.77,28.2,65.74
03/05/2008,Embassament de Riudecanyes,202.70,16.7,0.89
03/05/2008,Embassament de Siurana (Cornudella de Montsant),465.04,18.2,2.22
03/05/2008,Embassament de la Llosa del Cavall (Navès),767.11,18.3,14.63
03/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.66,54.3,13.24
03/05/2008,Embassament de Darnius Boadella (Darnius),139.22,23.4,14.28
03/05/2008,Embassament de Foix (Castellet i la Gornal),100.09,92.9,3.48
03/05/2008,Embassament de la Baells (Cercs),599.65,29.8,32.62
03/05/2008,Embassament de Sau (Vilanova de Sau),388.93,17.0,28.07
02/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.63,54.2,13.22
02/05/2008,Embassament de la Llosa del Cavall (Navès),766.98,18.2,14.53
02/05/2008,Embassament de Darnius Boadella (Darnius),139.23,23.4,14.30
02/05/2008,Embassament de Sau (Vilanova de Sau),388.85,16.9,27.91
02/05/2008,Embassament de Foix (Castellet i la Gornal),100.10,93.1,3.48
02/05/2008,Embassament de Siurana (Cornudella de Montsant),465.04,18.2,2.22
02/05/2008,Embassament de Riudecanyes,202.69,16.7,0.89
02/05/2008,Embassament de Susqueda (Osor),308.59,28.0,65.30
02/05/2008,Embassament de la Baells (Cercs),599.52,29.6,32.42
01/05/2008,Embassament de Foix (Castellet i la Gornal),100.11,93.3,3.49
01/05/2008,Embassament de Sant Ponç (Clariana de Cardener),520.61,54.1,13.20
01/05/2008,Embassament de Darnius Boadella (Darnius),139.24,23.4,14.32
01/05/2008,Embassament de Riudecanyes,202.68,16.7,0.89
01/05/2008,Embassament de la Llosa del Cavall (Navès),766.82,18.0,14.43
01/05/2008,Embassament de Siurana (Cornudella de Montsant),465.03,18.2,2.22
01/05/2008,Embassament de la Baells (Cercs),599.37,29.4,32.20
01/05/2008,Embassament de Susqueda (Osor),308.68,28.1,65.52
01/05/2008,Embassament de Sau (Vilanova de Sau),388.82,16.9,27.85
30/04/2008,Embassament de Foix (Castellet i la Gornal),100.13,93.6,3.50
30/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.59,53.9,13.15
30/04/2008,Embassament de Siurana (Cornudella de Montsant),465.00,18.1,2.21
30/04/2008,Embassament de la Baells (Cercs),599.18,29.2,31.91
30/04/2008,Embassament de Sau (Vilanova de Sau),388.63,16.6,27.45
30/04/2008,Embassament de la Llosa del Cavall (Navès),766.62,17.7,14.13
30/04/2008,Embassament de Darnius Boadella (Darnius),139.26,23.5,14.34
30/04/2008,Embassament de Riudecanyes,202.68,16.7,0.89
30/04/2008,Embassament de Susqueda (Osor),308.47,27.9,65.01
29/04/2008,Embassament de la Baells (Cercs),598.92,28.8,31.52
29/04/2008,Embassament de Sau (Vilanova de Sau),388.62,16.6,27.43
29/04/2008,Embassament de Darnius Boadella (Darnius),139.27,23.5,14.35
29/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.56,53.8,13.12
29/04/2008,Embassament de la Llosa del Cavall (Navès),766.38,17.4,13.93
29/04/2008,Embassament de Siurana (Cornudella de Montsant),465.02,18.1,2.22
29/04/2008,Embassament de Riudecanyes,202.68,16.7,0.89
29/04/2008,Embassament de Foix (Castellet i la Gornal),100.14,93.8,3.51
29/04/2008,Embassament de Susqueda (Osor),308.25,27.7,64.48
28/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.52,53.7,13.08
28/04/2008,Embassament de Foix (Castellet i la Gornal),100.14,93.8,3.51
28/04/2008,Embassament de Sau (Vilanova de Sau),388.62,16.6,27.42
28/04/2008,Embassament de Siurana (Cornudella de Montsant),465.01,18.1,2.21
28/04/2008,Embassament de la Llosa del Cavall (Navès),766.09,17.2,13.72
28/04/2008,Embassament de Darnius Boadella (Darnius),139.27,23.5,14.35
28/04/2008,Embassament de la Baells (Cercs),598.65,28.4,31.12
28/04/2008,Embassament de Riudecanyes,202.68,16.7,0.89
28/04/2008,Embassament de Susqueda (Osor),308.10,27.5,64.12
27/04/2008,Embassament de Sau (Vilanova de Sau),388.60,16.6,27.39
27/04/2008,Embassament de Foix (Castellet i la Gornal),100.15,93.9,3.51
27/04/2008,Embassament de la Baells (Cercs),598.38,28.1,30.73
27/04/2008,Embassament de Susqueda (Osor),308.10,27.5,64.12
27/04/2008,Embassament de Darnius Boadella (Darnius),139.28,23.5,14.36
27/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.49,53.5,13.05
27/04/2008,Embassament de la Llosa del Cavall (Navès),765.80,16.9,13.51
27/04/2008,Embassament de Siurana (Cornudella de Montsant),464.99,18.1,2.21
27/04/2008,Embassament de Riudecanyes,202.67,16.6,0.89
26/04/2008,Embassament de la Baells (Cercs),598.09,27.7,30.31
26/04/2008,Embassament de Susqueda (Osor),308.11,27.5,64.14
26/04/2008,Embassament de Riudecanyes,202.66,16.6,0.88
26/04/2008,Embassament de Foix (Castellet i la Gornal),100.14,93.8,3.51
26/04/2008,Embassament de Siurana (Cornudella de Montsant),465.00,18.1,2.21
26/04/2008,Embassament de la Llosa del Cavall (Navès),765.51,16.6,13.32
26/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.45,53.4,13.02
26/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.38
26/04/2008,Embassament de Sau (Vilanova de Sau),388.37,16.3,26.90
25/04/2008,Embassament de Riudecanyes,202.65,16.6,0.88
25/04/2008,Embassament de Susqueda (Osor),307.93,27.3,63.71
25/04/2008,Embassament de Sau (Vilanova de Sau),388.12,16.0,26.40
25/04/2008,Embassament de Foix (Castellet i la Gornal),100.14,93.8,3.51
25/04/2008,Embassament de la Baells (Cercs),597.73,27.2,29.79
25/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.39
25/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.40,53.2,12.97
25/04/2008,Embassament de la Llosa del Cavall (Navès),765.23,16.4,13.13
25/04/2008,Embassament de Siurana (Cornudella de Montsant),464.95,18.0,2.20
24/04/2008,Embassament de Foix (Castellet i la Gornal),100.14,93.8,3.51
24/04/2008,Embassament de la Llosa del Cavall (Navès),764.93,16.1,12.91
24/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.26,52.6,12.83
24/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.39
24/04/2008,Embassament de Sau (Vilanova de Sau),387.75,15.5,25.64
24/04/2008,Embassament de Riudecanyes,202.64,16.6,0.88
24/04/2008,Embassament de la Baells (Cercs),597.31,26.7,29.21
24/04/2008,Embassament de Siurana (Cornudella de Montsant),464.94,18.0,2.20
24/04/2008,Embassament de Susqueda (Osor),307.97,27.4,63.80
23/04/2008,Embassament de la Llosa del Cavall (Navès),764.60,15.8,12.67
23/04/2008,Embassament de la Baells (Cercs),596.87,26.1,28.60
23/04/2008,Embassament de Sant Ponç (Clariana de Cardener),520.12,52.1,12.70
23/04/2008,Embassament de Susqueda (Osor),307.76,27.2,63.30
23/04/2008,Embassament de Sau (Vilanova de Sau),387.39,15.1,24.92
23/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.38
23/04/2008,Embassament de Foix (Castellet i la Gornal),100.16,94.1,3.52
23/04/2008,Embassament de Siurana (Cornudella de Montsant),464.92,17.9,2.19
23/04/2008,Embassament de Riudecanyes,202.63,16.6,0.88
22/04/2008,Embassament de Riudecanyes,202.59,16.5,0.88
22/04/2008,Embassament de Foix (Castellet i la Gornal),100.18,94.4,3.53
22/04/2008,Embassament de Susqueda (Osor),307.43,26.8,62.52
22/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.95,51.4,12.54
22/04/2008,Embassament de Sau (Vilanova de Sau),387.04,14.7,24.21
22/04/2008,Embassament de la Baells (Cercs),596.27,25.4,27.79
22/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.38
22/04/2008,Embassament de Siurana (Cornudella de Montsant),464.90,17.9,2.19
22/04/2008,Embassament de la Llosa del Cavall (Navès),764.20,15.4,12.34
21/04/2008,Embassament de Siurana (Cornudella de Montsant),464.87,17.8,2.18
21/04/2008,Embassament de la Llosa del Cavall (Navès),763.56,14.7,11.74
21/04/2008,Embassament de la Baells (Cercs),595.29,24.2,26.51
21/04/2008,Embassament de Sau (Vilanova de Sau),386.56,14.1,23.26
21/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.38
21/04/2008,Embassament de Foix (Castellet i la Gornal),100.17,94.3,3.53
21/04/2008,Embassament de Susqueda (Osor),307.41,26.8,62.47
21/04/2008,Embassament de Riudecanyes,202.54,16.4,0.87
21/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.76,50.7,12.36
20/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.57,50.0,12.18
20/04/2008,Embassament de la Baells (Cercs),594.33,23.1,25.29
20/04/2008,Embassament de Siurana (Cornudella de Montsant),464.82,17.7,2.17
20/04/2008,Embassament de Riudecanyes,202.46,16.2,0.86
20/04/2008,Embassament de Sau (Vilanova de Sau),386.02,13.4,22.22
20/04/2008,Embassament de Darnius Boadella (Darnius),139.29,23.5,14.38
20/04/2008,Embassament de la Llosa del Cavall (Navès),762.20,13.7,10.97
20/04/2008,Embassament de Susqueda (Osor),307.52,26.9,62.73
20/04/2008,Embassament de Foix (Castellet i la Gornal),100.14,93.8,3.51
19/04/2008,Embassament de la Baells (Cercs),593.80,22.5,24.64
19/04/2008,Embassament de Sau (Vilanova de Sau),385.54,12.9,21.31
19/04/2008,Embassament de Darnius Boadella (Darnius),139.30,23.6,14.39
19/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.45,49.5,12.07
19/04/2008,Embassament de la Llosa del Cavall (Navès),761.49,13.3,10.67
19/04/2008,Embassament de Siurana (Cornudella de Montsant),464.82,17.7,2.17
19/04/2008,Embassament de Riudecanyes,202.46,16.2,0.86
19/04/2008,Embassament de Susqueda (Osor),307.61,27.0,62.95
19/04/2008,Embassament de Foix (Castellet i la Gornal),100.13,93.6,3.50
18/04/2008,Embassament de Siurana (Cornudella de Montsant),464.81,17.7,2.16
18/04/2008,Embassament de Riudecanyes,202.45,16.1,0.86
18/04/2008,Embassament de la Llosa del Cavall (Navès),760.85,13.0,10.41
18/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.38,49.2,12.00
18/04/2008,Embassament de Darnius Boadella (Darnius),139.31,23.6,14.40
18/04/2008,Embassament de Sau (Vilanova de Sau),385.55,12.9,21.32
18/04/2008,Embassament de la Baells (Cercs),593.53,22.2,24.31
18/04/2008,Embassament de Susqueda (Osor),307.46,26.9,62.59
18/04/2008,Embassament de Foix (Castellet i la Gornal),100.12,93.4,3.49
17/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.35,49.1,11.97
17/04/2008,Embassament de la Llosa del Cavall (Navès),760.67,13.0,10.37
17/04/2008,Embassament de Siurana (Cornudella de Montsant),464.81,17.7,2.16
17/04/2008,Embassament de Susqueda (Osor),307.33,26.7,62.29
17/04/2008,Embassament de Riudecanyes,202.44,16.1,0.86
17/04/2008,Embassament de Foix (Castellet i la Gornal),100.07,92.6,3.46
17/04/2008,Embassament de Sau (Vilanova de Sau),385.70,13.1,21.61
17/04/2008,Embassament de la Baells (Cercs),593.50,22.2,24.27
17/04/2008,Embassament de Darnius Boadella (Darnius),139.32,23.6,14.42
16/04/2008,Embassament de Sau (Vilanova de Sau),385.90,13.3,21.98
16/04/2008,Embassament de Siurana (Cornudella de Montsant),464.81,17.7,2.16
16/04/2008,Embassament de la Llosa del Cavall (Navès),760.62,12.9,10.35
16/04/2008,Embassament de Darnius Boadella (Darnius),139.33,23.6,14.43
16/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.32,49.0,11.95
16/04/2008,Embassament de Susqueda (Osor),307.18,26.6,61.93
16/04/2008,Embassament de la Baells (Cercs),593.42,22.1,24.18
16/04/2008,Embassament de Foix (Castellet i la Gornal),100.08,92.8,3.47
16/04/2008,Embassament de Riudecanyes,202.43,16.1,0.86
15/04/2008,Embassament de Siurana (Cornudella de Montsant),464.81,17.7,2.16
15/04/2008,Embassament de la Llosa del Cavall (Navès),760.56,12.9,10.30
15/04/2008,Embassament de Susqueda (Osor),306.96,26.4,61.42
15/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.27,48.8,11.90
15/04/2008,Embassament de Darnius Boadella (Darnius),139.34,23.6,14.45
15/04/2008,Embassament de Sau (Vilanova de Sau),386.06,13.5,22.30
15/04/2008,Embassament de Riudecanyes,202.44,16.1,0.86
15/04/2008,Embassament de Foix (Castellet i la Gornal),100.11,93.3,3.49
15/04/2008,Embassament de la Baells (Cercs),593.28,21.9,24.01
14/04/2008,Embassament de la Llosa del Cavall (Navès),760.46,12.8,10.23
14/04/2008,Embassament de Darnius Boadella (Darnius),139.35,23.7,14.46
14/04/2008,Embassament de Sau (Vilanova de Sau),386.22,13.7,22.59
14/04/2008,Embassament de la Baells (Cercs),593.11,21.8,23.81
14/04/2008,Embassament de Foix (Castellet i la Gornal),100.11,93.3,3.49
14/04/2008,Embassament de Susqueda (Osor),306.83,26.2,61.12
14/04/2008,Embassament de Riudecanyes,202.44,16.1,0.86
14/04/2008,Embassament de Siurana (Cornudella de Montsant),464.80,17.7,2.16
14/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.18,48.5,11.82
13/04/2008,Embassament de Darnius Boadella (Darnius),139.36,23.7,14.47
13/04/2008,Embassament de Riudecanyes,202.43,16.1,0.86
13/04/2008,Embassament de la Llosa del Cavall (Navès),760.30,12.7,10.12
13/04/2008,Embassament de Sant Ponç (Clariana de Cardener),519.07,48.1,11.72
13/04/2008,Embassament de Siurana (Cornudella de Montsant),464.80,17.7,2.16
13/04/2008,Embassament de Foix (Castellet i la Gornal),100.12,93.4,3.49
13/04/2008,Embassament de la Baells (Cercs),592.86,21.5,23.51
13/04/2008,Embassament de Sau (Vilanova de Sau),385.97,13.4,22.12
13/04/2008,Embassament de Susqueda (Osor),307.01,26.4,61.54
12/04/2008,Embassament de Riudecanyes,202.43,16.1,0.86
12/04/2008,Embassament de la Llosa del Cavall (Navès),760.07,12.4,9.96
12/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.94,47.6,11.60
12/04/2008,Embassament de Darnius Boadella (Darnius),139.37,23.7,14.49
12/04/2008,Embassament de la Baells (Cercs),592.51,21.1,23.10
12/04/2008,Embassament de Susqueda (Osor),307.08,26.5,61.70
12/04/2008,Embassament de Foix (Castellet i la Gornal),100.04,92.1,3.44
12/04/2008,Embassament de Sau (Vilanova de Sau),385.57,12.9,21.35
12/04/2008,Embassament de Siurana (Cornudella de Montsant),464.80,17.7,2.16
11/04/2008,Embassament de Siurana (Cornudella de Montsant),464.79,17.7,2.16
11/04/2008,Embassament de Riudecanyes,202.42,16.1,0.86
11/04/2008,Embassament de la Llosa del Cavall (Navès),759.74,12.2,9.75
11/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.81,47.1,11.48
11/04/2008,Embassament de Darnius Boadella (Darnius),139.38,23.7,14.50
11/04/2008,Embassament de Sau (Vilanova de Sau),385.42,12.8,21.08
11/04/2008,Embassament de la Baells (Cercs),592.13,20.7,22.66
11/04/2008,Embassament de Susqueda (Osor),306.88,26.3,61.24
11/04/2008,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
10/04/2008,Embassament de Sau (Vilanova de Sau),385.64,13.0,21.48
10/04/2008,Embassament de Darnius Boadella (Darnius),139.39,23.8,14.52
10/04/2008,Embassament de Siurana (Cornudella de Montsant),464.79,17.7,2.16
10/04/2008,Embassament de Susqueda (Osor),306.73,26.1,60.89
10/04/2008,Embassament de la Llosa del Cavall (Navès),759.41,12.1,9.64
10/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.71,46.7,11.39
10/04/2008,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
10/04/2008,Embassament de Riudecanyes,202.41,16.1,0.85
10/04/2008,Embassament de la Baells (Cercs),591.89,20.5,22.38
09/04/2008,Embassament de Riudecanyes,202.41,16.1,0.85
09/04/2008,Embassament de la Llosa del Cavall (Navès),759.26,12.0,9.62
09/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.67,46.6,11.36
09/04/2008,Embassament de Darnius Boadella (Darnius),139.41,23.8,14.54
09/04/2008,Embassament de Sau (Vilanova de Sau),385.89,13.3,21.97
09/04/2008,Embassament de la Baells (Cercs),591.82,20.4,22.30
09/04/2008,Embassament de Susqueda (Osor),306.54,25.9,60.45
09/04/2008,Embassament de Foix (Castellet i la Gornal),100.03,91.9,3.44
09/04/2008,Embassament de Siurana (Cornudella de Montsant),464.78,17.7,2.16
08/04/2008,Embassament de Foix (Castellet i la Gornal),100.05,92.3,3.45
08/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.64,46.5,11.33
08/04/2008,Embassament de Darnius Boadella (Darnius),139.42,23.8,14.56
08/04/2008,Embassament de Sau (Vilanova de Sau),386.15,13.6,22.46
08/04/2008,Embassament de la Baells (Cercs),591.81,20.4,22.29
08/04/2008,Embassament de Susqueda (Osor),306.29,25.7,59.88
08/04/2008,Embassament de Riudecanyes,202.41,16.1,0.85
08/04/2008,Embassament de la Llosa del Cavall (Navès),759.29,12.1,9.65
08/04/2008,Embassament de Siurana (Cornudella de Montsant),464.78,17.7,2.16
07/04/2008,Embassament de Darnius Boadella (Darnius),139.44,23.9,14.58
07/04/2008,Embassament de Sau (Vilanova de Sau),386.39,13.9,22.93
07/04/2008,Embassament de Siurana (Cornudella de Montsant),464.78,17.7,2.16
07/04/2008,Embassament de la Baells (Cercs),591.82,20.4,22.30
07/04/2008,Embassament de Riudecanyes,202.39,16.0,0.85
07/04/2008,Embassament de Susqueda (Osor),306.24,25.7,59.77
07/04/2008,Embassament de Foix (Castellet i la Gornal),100.06,92.4,3.46
07/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.65,46.5,11.34
07/04/2008,Embassament de la Llosa del Cavall (Navès),759.34,12.1,9.68
06/04/2008,Embassament de Foix (Castellet i la Gornal),100.06,92.4,3.46
06/04/2008,Embassament de la Baells (Cercs),591.87,20.4,22.36
06/04/2008,Embassament de Sau (Vilanova de Sau),386.30,13.8,22.75
06/04/2008,Embassament de Darnius Boadella (Darnius),139.45,23.9,14.60
06/04/2008,Embassament de Riudecanyes,202.39,16.0,0.85
06/04/2008,Embassament de Siurana (Cornudella de Montsant),464.78,17.7,2.16
06/04/2008,Embassament de la Llosa del Cavall (Navès),759.41,12.2,9.72
06/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.69,46.7,11.37
06/04/2008,Embassament de Susqueda (Osor),306.35,25.8,60.02
05/04/2008,Embassament de la Llosa del Cavall (Navès),759.48,12.2,9.76
05/04/2008,Embassament de Foix (Castellet i la Gornal),100.05,92.3,3.45
05/04/2008,Embassament de Siurana (Cornudella de Montsant),464.77,17.6,2.15
05/04/2008,Embassament de Susqueda (Osor),306.46,25.9,60.27
05/04/2008,Embassament de Riudecanyes,202.38,16.0,0.85
05/04/2008,Embassament de la Baells (Cercs),591.91,20.5,22.41
05/04/2008,Embassament de Sau (Vilanova de Sau),386.11,13.5,22.38
05/04/2008,Embassament de Darnius Boadella (Darnius),139.46,23.9,14.61
05/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.73,46.8,11.41
04/04/2008,Embassament de Sau (Vilanova de Sau),386.21,13.7,22.58
04/04/2008,Embassament de la Llosa del Cavall (Navès),759.56,12.3,9.80
04/04/2008,Embassament de Siurana (Cornudella de Montsant),464.77,17.6,2.15
04/04/2008,Embassament de Riudecanyes,202.38,16.0,0.85
04/04/2008,Embassament de Foix (Castellet i la Gornal),100.05,92.3,3.45
04/04/2008,Embassament de Susqueda (Osor),306.20,25.6,59.68
04/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.76,46.9,11.44
04/04/2008,Embassament de Darnius Boadella (Darnius),139.47,23.9,14.62
04/04/2008,Embassament de la Baells (Cercs),591.95,20.5,22.45
03/04/2008,Embassament de la Llosa del Cavall (Navès),759.64,12.3,9.85
03/04/2008,Embassament de Riudecanyes,202.39,16.0,0.85
03/04/2008,Embassament de Siurana (Cornudella de Montsant),464.77,17.6,2.15
03/04/2008,Embassament de Darnius Boadella (Darnius),139.48,23.9,14.63
03/04/2008,Embassament de Sau (Vilanova de Sau),386.40,13.9,22.94
03/04/2008,Embassament de Susqueda (Osor),306.07,25.5,59.38
03/04/2008,Embassament de Foix (Castellet i la Gornal),100.05,92.3,3.45
03/04/2008,Embassament de la Baells (Cercs),592.01,20.6,22.52
03/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.80,47.1,11.47
02/04/2008,Embassament de la Baells (Cercs),592.04,20.6,22.56
02/04/2008,Embassament de Sau (Vilanova de Sau),386.52,14.0,23.19
02/04/2008,Embassament de Darnius Boadella (Darnius),139.48,23.9,14.63
02/04/2008,Embassament de Sant Ponç (Clariana de Cardener),518.80,47.1,11.47
02/04/2008,Embassament de la Llosa del Cavall (Navès),759.71,12.4,9.88
02/04/2008,Embassament de Siurana (Cornudella de Montsant),464.77,17.6,2.15
