percentatge_volum_embassat,dia,volum_embassat,estaci,nivell_absolut,id
99.8,2015-03-26T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20150326L08058-72-00003
99.9,2015-01-05T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20150105L08058-72-00003
100,2014-12-23T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20141223L08058-72-00003
99.2,2014-11-27T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20141127L08058-72-00003
99.9,2012-11-19T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20121119L08058-72-00003
99.7,2012-12-01T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20121201L08058-72-00003
89.2,2012-09-09T00:00:00.000,3.34,Embassament de Foix (Castellet i la Gornal),99.86,20120909L08058-72-00003
99.6,2014-11-17T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20141117L08058-72-00003
99.5,2013-09-12T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20130912L08058-72-00003
95.8,2013-10-26T00:00:00.000,3.58,Embassament de Foix (Castellet i la Gornal),100.26,20131026L08058-72-00003
99.8,2012-12-03T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20121203L08058-72-00003
95.2,2014-05-26T00:00:00.000,3.56,Embassament de Foix (Castellet i la Gornal),100.22,20140526L08058-72-00003
96.4,2014-06-01T00:00:00.000,3.6,Embassament de Foix (Castellet i la Gornal),100.29,20140601L08058-72-00003
95.5,2014-05-29T00:00:00.000,3.57,Embassament de Foix (Castellet i la Gornal),100.24,20140529L08058-72-00003
89.5,2014-08-21T00:00:00.000,3.35,Embassament de Foix (Castellet i la Gornal),99.88,20140821L08058-72-00003
98.5,2014-03-25T00:00:00.000,3.68,Embassament de Foix (Castellet i la Gornal),100.41,20140325L08058-72-00003
87.6,2012-09-23T00:00:00.000,3.28,Embassament de Foix (Castellet i la Gornal),99.76,20120923L08058-72-00003
99.2,2014-01-29T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20140129L08058-72-00003
93.6,2012-08-16T00:00:00.000,3.5,Embassament de Foix (Castellet i la Gornal),100.13,20120816L08058-72-00003
99.9,2015-03-22T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20150322L08058-72-00003
99.2,2014-11-01T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20141101L08058-72-00003
95.9,2013-10-27T00:00:00.000,3.59,Embassament de Foix (Castellet i la Gornal),100.26,20131027L08058-72-00003
99.9,2012-10-27T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20121027L08058-72-00003
99.4,2013-01-01T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130101L08058-72-00003
99.7,2015-02-07T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20150207L08058-72-00003
98.3,2013-02-19T00:00:00.000,3.68,Embassament de Foix (Castellet i la Gornal),100.4,20130219L08058-72-00003
99.9,2014-01-11T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20140111L08058-72-00003
98.7,2013-01-11T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20130111L08058-72-00003
100.7,2013-03-07T00:00:00.000,3.77,Embassament de Foix (Castellet i la Gornal),100.53,20130307L08058-72-00003
99.9,2013-06-05T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130605L08058-72-00003
99.6,2014-11-05T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20141105L08058-72-00003
99.2,2014-11-02T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20141102L08058-72-00003
96.7,2013-10-19T00:00:00.000,3.62,Embassament de Foix (Castellet i la Gornal),100.31,20131019L08058-72-00003
99.5,2013-06-30T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20130630L08058-72-00003
98,2014-09-04T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.38,20140904L08058-72-00003
94.8,2014-07-04T00:00:00.000,3.55,Embassament de Foix (Castellet i la Gornal),100.2,20140704L08058-72-00003
97.6,2014-10-21T00:00:00.000,3.65,Embassament de Foix (Castellet i la Gornal),100.36,20141021L08058-72-00003
93.2,2014-06-13T00:00:00.000,3.49,Embassament de Foix (Castellet i la Gornal),100.11,20140613L08058-72-00003
99.6,2014-04-07T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20140407L08058-72-00003
96.5,2013-07-27T00:00:00.000,3.61,Embassament de Foix (Castellet i la Gornal),100.3,20130727L08058-72-00003
101.4,2013-03-06T00:00:00.000,3.79,Embassament de Foix (Castellet i la Gornal),100.57,20130306L08058-72-00003
99.7,2014-12-11T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20141211L08058-72-00003
99.7,2013-04-08T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20130408L08058-72-00003
98,2014-09-07T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.38,20140907L08058-72-00003
90.1,2013-09-04T00:00:00.000,3.37,Embassament de Foix (Castellet i la Gornal),99.92,20130904L08058-72-00003
99.8,2015-01-02T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20150102L08058-72-00003
99.9,2012-11-25T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20121125L08058-72-00003
98.7,2013-02-22T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20130222L08058-72-00003
95.3,2014-06-23T00:00:00.000,3.57,Embassament de Foix (Castellet i la Gornal),100.23,20140623L08058-72-00003
99.4,2013-01-29T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130129L08058-72-00003
99.9,2013-06-11T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130611L08058-72-00003
99.5,2015-01-28T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20150128L08058-72-00003
100,2013-06-15T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130615L08058-72-00003
98.7,2014-04-29T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20140429L08058-72-00003
99.7,2014-02-10T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20140210L08058-72-00003
90.9,2012-08-28T00:00:00.000,3.4,Embassament de Foix (Castellet i la Gornal),99.96,20120828L08058-72-00003
100,2013-06-14T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130614L08058-72-00003
99.6,2015-01-08T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20150108L08058-72-00003
97.1,2012-07-01T00:00:00.000,3.63,Embassament de Foix (Castellet i la Gornal),100.33,20120701L08058-72-00003
99.7,2014-01-20T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20140120L08058-72-00003
99.7,2014-12-31T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20141231L08058-72-00003
100,2013-02-23T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130223L08058-72-00003
91.9,2013-08-05T00:00:00.000,3.44,Embassament de Foix (Castellet i la Gornal),100.03,20130805L08058-72-00003
94.3,2013-11-07T00:00:00.000,3.53,Embassament de Foix (Castellet i la Gornal),100.17,20131107L08058-72-00003
99.7,2013-04-01T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20130401L08058-72-00003
97.4,2013-10-06T00:00:00.000,3.64,Embassament de Foix (Castellet i la Gornal),100.35,20131006L08058-72-00003
93.3,2013-11-14T00:00:00.000,3.49,Embassament de Foix (Castellet i la Gornal),100.11,20131114L08058-72-00003
94,2012-07-18T00:00:00.000,3.51,Embassament de Foix (Castellet i la Gornal),100.15,20120718L08058-72-00003
99.7,2013-03-30T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20130330L08058-72-00003
99.4,2013-09-09T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130909L08058-72-00003
100.3,2014-11-25T00:00:00.000,3.75,Embassament de Foix (Castellet i la Gornal),100.51,20141125L08058-72-00003
93.8,2013-08-10T00:00:00.000,3.51,Embassament de Foix (Castellet i la Gornal),100.14,20130810L08058-72-00003
98.1,2014-10-25T00:00:00.000,3.67,Embassament de Foix (Castellet i la Gornal),100.39,20141025L08058-72-00003
99.7,2013-01-28T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20130128L08058-72-00003
99.9,2014-02-16T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20140216L08058-72-00003
92.9,2013-08-13T00:00:00.000,3.48,Embassament de Foix (Castellet i la Gornal),100.09,20130813L08058-72-00003
92.6,2012-07-24T00:00:00.000,3.46,Embassament de Foix (Castellet i la Gornal),100.07,20120724L08058-72-00003
96.9,2014-05-06T00:00:00.000,3.62,Embassament de Foix (Castellet i la Gornal),100.32,20140506L08058-72-00003
99.8,2015-03-20T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.49,20150320L08058-72-00003
99.9,2015-03-27T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20150327L08058-72-00003
99.2,2012-12-26T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20121226L08058-72-00003
99.7,2013-01-23T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20130123L08058-72-00003
100.1,2013-05-22T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130522L08058-72-00003
99.6,2014-02-07T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20140207L08058-72-00003
92.1,2012-08-23T00:00:00.000,3.44,Embassament de Foix (Castellet i la Gornal),100.04,20120823L08058-72-00003
99.9,2012-11-09T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20121109L08058-72-00003
99.4,2012-12-30T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20121230L08058-72-00003
94.7,2014-06-28T00:00:00.000,3.54,Embassament de Foix (Castellet i la Gornal),100.19,20140628L08058-72-00003
99.2,2012-12-07T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20121207L08058-72-00003
100.5,2013-06-08T00:00:00.000,3.76,Embassament de Foix (Castellet i la Gornal),100.52,20130608L08058-72-00003
99,2014-02-13T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.44,20140213L08058-72-00003
99.4,2014-02-25T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20140225L08058-72-00003
99.2,2013-02-10T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20130210L08058-72-00003
97.8,2013-07-19T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.37,20130719L08058-72-00003
98.1,2014-04-18T00:00:00.000,3.67,Embassament de Foix (Castellet i la Gornal),100.39,20140418L08058-72-00003
99.7,2012-11-27T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20121127L08058-72-00003
99.6,2014-10-13T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20141013L08058-72-00003
99.4,2013-06-25T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130625L08058-72-00003
100.1,2013-03-10T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130310L08058-72-00003
99.4,2015-03-03T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20150303L08058-72-00003
97.6,2014-07-17T00:00:00.000,3.65,Embassament de Foix (Castellet i la Gornal),100.36,20140717L08058-72-00003
94.7,2014-07-30T00:00:00.000,3.54,Embassament de Foix (Castellet i la Gornal),100.19,20140730L08058-72-00003
99.6,2013-06-20T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20130620L08058-72-00003
98.9,2013-09-13T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.43,20130913L08058-72-00003
96.7,2013-09-27T00:00:00.000,3.62,Embassament de Foix (Castellet i la Gornal),100.31,20130927L08058-72-00003
99.4,2013-12-07T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20131207L08058-72-00003
99.7,2014-10-17T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20141017L08058-72-00003
100.3,2013-05-02T00:00:00.000,3.75,Embassament de Foix (Castellet i la Gornal),100.51,20130502L08058-72-00003
99.9,2013-12-25T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20131225L08058-72-00003
99.7,2014-02-22T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20140222L08058-72-00003
99.6,2014-02-05T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20140205L08058-72-00003
98.1,2014-04-16T00:00:00.000,3.67,Embassament de Foix (Castellet i la Gornal),100.39,20140416L08058-72-00003
95.7,2012-07-10T00:00:00.000,3.58,Embassament de Foix (Castellet i la Gornal),100.25,20120710L08058-72-00003
92.8,2014-08-10T00:00:00.000,3.47,Embassament de Foix (Castellet i la Gornal),100.08,20140810L08058-72-00003
99.7,2014-01-26T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20140126L08058-72-00003
87,2012-09-25T00:00:00.000,3.25,Embassament de Foix (Castellet i la Gornal),99.72,20120925L08058-72-00003
96.6,2013-10-18T00:00:00.000,3.61,Embassament de Foix (Castellet i la Gornal),100.3,20131018L08058-72-00003
99,2013-02-08T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.44,20130208L08058-72-00003
98,2013-07-09T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.38,20130709L08058-72-00003
99.6,2013-11-23T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20131123L08058-72-00003
97.8,2013-07-18T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.37,20130718L08058-72-00003
99.7,2015-02-19T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20150219L08058-72-00003
90.5,2012-09-03T00:00:00.000,3.38,Embassament de Foix (Castellet i la Gornal),99.94,20120903L08058-72-00003
94.9,2012-07-13T00:00:00.000,3.55,Embassament de Foix (Castellet i la Gornal),100.21,20120713L08058-72-00003
97.9,2014-05-02T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.38,20140502L08058-72-00003
96.4,2012-07-08T00:00:00.000,3.61,Embassament de Foix (Castellet i la Gornal),100.29,20120708L08058-72-00003
99.9,2015-03-14T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20150314L08058-72-00003
98.9,2012-12-19T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.43,20121219L08058-72-00003
97.4,2014-07-19T00:00:00.000,3.64,Embassament de Foix (Castellet i la Gornal),100.35,20140719L08058-72-00003
99.7,2013-12-15T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20131215L08058-72-00003
99.2,2013-12-03T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20131203L08058-72-00003
91.9,2013-08-02T00:00:00.000,3.44,Embassament de Foix (Castellet i la Gornal),100.03,20130802L08058-72-00003
98.6,2013-02-14T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20130214L08058-72-00003
100.9,2013-02-28T00:00:00.000,3.77,Embassament de Foix (Castellet i la Gornal),100.54,20130228L08058-72-00003
91.6,2013-08-15T00:00:00.000,3.43,Embassament de Foix (Castellet i la Gornal),100.01,20130815L08058-72-00003
99.9,2013-06-10T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130610L08058-72-00003
90.8,2012-08-31T00:00:00.000,3.4,Embassament de Foix (Castellet i la Gornal),99.96,20120831L08058-72-00003
95.2,2012-08-11T00:00:00.000,3.56,Embassament de Foix (Castellet i la Gornal),100.22,20120811L08058-72-00003
92.3,2012-08-22T00:00:00.000,3.45,Embassament de Foix (Castellet i la Gornal),100.05,20120822L08058-72-00003
99.5,2012-12-29T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20121229L08058-72-00003
99,2012-12-23T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.44,20121223L08058-72-00003
89,2012-09-11T00:00:00.000,3.33,Embassament de Foix (Castellet i la Gornal),99.85,20120911L08058-72-00003
100.1,2013-12-24T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20131224L08058-72-00003
90.9,2014-08-16T00:00:00.000,3.4,Embassament de Foix (Castellet i la Gornal),99.97,20140816L08058-72-00003
87.4,2012-09-24T00:00:00.000,3.27,Embassament de Foix (Castellet i la Gornal),99.75,20120924L08058-72-00003
99.7,2013-12-10T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20131210L08058-72-00003
98.8,2012-12-12T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.43,20121212L08058-72-00003
94.3,2012-07-17T00:00:00.000,3.53,Embassament de Foix (Castellet i la Gornal),100.17,20120717L08058-72-00003
99.2,2014-11-28T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20141128L08058-72-00003
95.5,2014-06-20T00:00:00.000,3.57,Embassament de Foix (Castellet i la Gornal),100.24,20140620L08058-72-00003
91.9,2012-09-29T00:00:00.000,3.44,Embassament de Foix (Castellet i la Gornal),100.03,20120929L08058-72-00003
99.6,2013-11-22T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20131122L08058-72-00003
98.7,2014-07-14T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20140714L08058-72-00003
99.8,2014-01-15T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.49,20140115L08058-72-00003
99.5,2015-01-27T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20150127L08058-72-00003
92.8,2012-10-02T00:00:00.000,3.47,Embassament de Foix (Castellet i la Gornal),100.08,20121002L08058-72-00003
94.3,2014-08-03T00:00:00.000,3.53,Embassament de Foix (Castellet i la Gornal),100.17,20140803L08058-72-00003
99.4,2014-02-03T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20140203L08058-72-00003
99.8,2013-03-27T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.49,20130327L08058-72-00003
100.1,2014-12-04T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20141204L08058-72-00003
99.8,2014-12-10T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20141210L08058-72-00003
99.9,2014-12-05T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20141205L08058-72-00003
96.7,2013-09-25T00:00:00.000,3.62,Embassament de Foix (Castellet i la Gornal),100.31,20130925L08058-72-00003
99.7,2014-02-11T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20140211L08058-72-00003
99.9,2013-06-16T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130616L08058-72-00003
99,2012-12-21T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.44,20121221L08058-72-00003
96.9,2012-07-03T00:00:00.000,3.62,Embassament de Foix (Castellet i la Gornal),100.32,20120703L08058-72-00003
100.1,2013-01-27T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130127L08058-72-00003
99.4,2014-10-29T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20141029L08058-72-00003
99.9,2014-10-05T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20141005L08058-72-00003
100.1,2012-11-11T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20121111L08058-72-00003
96.6,2012-07-05T00:00:00.000,3.61,Embassament de Foix (Castellet i la Gornal),100.3,20120705L08058-72-00003
98.9,2013-02-09T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.44,20130209L08058-72-00003
90.1,2013-09-07T00:00:00.000,3.37,Embassament de Foix (Castellet i la Gornal),99.92,20130907L08058-72-00003
90.3,2012-08-04T00:00:00.000,3.38,Embassament de Foix (Castellet i la Gornal),99.93,20120804L08058-72-00003
98.7,2013-09-14T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20130914L08058-72-00003
99.6,2014-11-10T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20141110L08058-72-00003
99.6,2013-04-09T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20130409L08058-72-00003
99.7,2014-04-06T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20140406L08058-72-00003
99.2,2012-12-17T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20121217L08058-72-00003
99.2,2013-12-05T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20131205L08058-72-00003
100.1,2013-05-24T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130524L08058-72-00003
99.6,2014-03-09T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20140309L08058-72-00003
97.3,2014-09-09T00:00:00.000,3.64,Embassament de Foix (Castellet i la Gornal),100.34,20140909L08058-72-00003
99.9,2013-04-07T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130407L08058-72-00003
99.9,2015-01-04T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20150104L08058-72-00003
99.4,2013-12-26T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20131226L08058-72-00003
99.9,2013-12-23T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20131223L08058-72-00003
99.6,2014-07-08T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20140708L08058-72-00003
96,2014-05-30T00:00:00.000,3.59,Embassament de Foix (Castellet i la Gornal),100.27,20140530L08058-72-00003
98.9,2013-01-18T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.43,20130118L08058-72-00003
99.4,2014-03-01T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20140301L08058-72-00003
96,2014-06-18T00:00:00.000,3.59,Embassament de Foix (Castellet i la Gornal),100.27,20140618L08058-72-00003
95.2,2013-11-01T00:00:00.000,3.56,Embassament de Foix (Castellet i la Gornal),100.22,20131101L08058-72-00003
94.5,2014-08-02T00:00:00.000,3.53,Embassament de Foix (Castellet i la Gornal),100.18,20140802L08058-72-00003
99.4,2013-02-02T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130202L08058-72-00003
92.8,2012-10-04T00:00:00.000,3.47,Embassament de Foix (Castellet i la Gornal),100.08,20121004L08058-72-00003
93.3,2012-08-19T00:00:00.000,3.49,Embassament de Foix (Castellet i la Gornal),100.11,20120819L08058-72-00003
99.9,2012-11-26T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20121126L08058-72-00003
100.7,2013-11-17T00:00:00.000,3.77,Embassament de Foix (Castellet i la Gornal),100.53,20131117L08058-72-00003
99.4,2013-04-18T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130418L08058-72-00003
98.7,2013-01-10T00:00:00.000,3.69,Embassament de Foix (Castellet i la Gornal),100.42,20130110L08058-72-00003
99.6,2014-11-19T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.47,20141119L08058-72-00003
99.2,2014-07-12T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20140712L08058-72-00003
95.5,2014-06-24T00:00:00.000,3.57,Embassament de Foix (Castellet i la Gornal),100.24,20140624L08058-72-00003
100.1,2013-05-26T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130526L08058-72-00003
100.5,2014-12-15T00:00:00.000,3.76,Embassament de Foix (Castellet i la Gornal),100.52,20141215L08058-72-00003
93.4,2014-06-12T00:00:00.000,3.5,Embassament de Foix (Castellet i la Gornal),100.12,20140612L08058-72-00003
96,2013-10-25T00:00:00.000,3.59,Embassament de Foix (Castellet i la Gornal),100.27,20131025L08058-72-00003
99.7,2015-03-13T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.48,20150313L08058-72-00003
90.9,2013-09-02T00:00:00.000,3.4,Embassament de Foix (Castellet i la Gornal),99.97,20130902L08058-72-00003
99.2,2014-08-26T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20140826L08058-72-00003
100.3,2013-04-28T00:00:00.000,3.75,Embassament de Foix (Castellet i la Gornal),100.51,20130428L08058-72-00003
87.6,2012-09-21T00:00:00.000,3.28,Embassament de Foix (Castellet i la Gornal),99.76,20120921L08058-72-00003
100.1,2013-03-16T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130316L08058-72-00003
98,2014-10-24T00:00:00.000,3.66,Embassament de Foix (Castellet i la Gornal),100.38,20141024L08058-72-00003
99.9,2012-11-03T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20121103L08058-72-00003
98.1,2014-09-02T00:00:00.000,3.67,Embassament de Foix (Castellet i la Gornal),100.39,20140902L08058-72-00003
95,2014-05-19T00:00:00.000,3.55,Embassament de Foix (Castellet i la Gornal),100.21,20140519L08058-72-00003
99.2,2013-02-11T00:00:00.000,3.71,Embassament de Foix (Castellet i la Gornal),100.45,20130211L08058-72-00003
99.8,2012-11-13T00:00:00.000,3.73,Embassament de Foix (Castellet i la Gornal),100.49,20121113L08058-72-00003
96.4,2013-10-21T00:00:00.000,3.61,Embassament de Foix (Castellet i la Gornal),100.29,20131021L08058-72-00003
100,2015-01-14T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20150114L08058-72-00003
99.6,2014-01-30T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20140130L08058-72-00003
91.9,2013-08-04T00:00:00.000,3.44,Embassament de Foix (Castellet i la Gornal),100.03,20130804L08058-72-00003
99.4,2013-04-19T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.46,20130419L08058-72-00003
99.9,2014-01-13T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20140113L08058-72-00003
99.6,2015-03-06T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20150306L08058-72-00003
99.6,2015-02-24T00:00:00.000,3.72,Embassament de Foix (Castellet i la Gornal),100.47,20150224L08058-72-00003
94.3,2013-11-06T00:00:00.000,3.53,Embassament de Foix (Castellet i la Gornal),100.17,20131106L08058-72-00003
96.7,2013-07-25T00:00:00.000,3.62,Embassament de Foix (Castellet i la Gornal),100.31,20130725L08058-72-00003
99.9,2014-01-16T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20140116L08058-72-00003
90.3,2013-08-28T00:00:00.000,3.38,Embassament de Foix (Castellet i la Gornal),99.93,20130828L08058-72-00003
98.9,2013-02-18T00:00:00.000,3.7,Embassament de Foix (Castellet i la Gornal),100.43,20130218L08058-72-00003
100.1,2013-05-05T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.5,20130505L08058-72-00003
99.9,2013-03-14T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20130314L08058-72-00003
99.9,2014-11-03T00:00:00.000,3.74,Embassament de Foix (Castellet i la Gornal),100.49,20141103L08058-72-00003
